file,ordinal,onset,offset,word,orig_utt_type,orig_present,new_utt_type,new_present
09_07,14,954238,959312,Elmo,s,y,o,o
09_07,15,959313,962435,Elmo,s,y,o,o
45_07,1,3023658,3026086,crackers,d,y,d,y
45_07,2,3029160,3031350,crackers,q,y,q,y
45_07,3,3038784,3040331,hat,d,y,d,n
45_07,4,3050470,3051989,hat,q,n,q,n
45_07,5,3051990,3054840,hat,d,n,d,n
45_07,6,3143928,3145322,face,i,n,i,y
45_07,7,3145323,3146996,face,i,n,i,y
45_07,8,3146997,3149259,crackers,d,y,d,n
45_07,9,3149260,3151584,crackers,d,y,d,y
45_07,10,3154589,3155858,crackers,i,y,i,y
45_07,11,3214914,3216805,lion,q,y,q,y
45_07,12,3256598,3259616,hat,d,n,i,n
45_07,13,3260465,3262927,hat,n,n,d,n
45_07,14,3263246,3264645,hat,d,n,d,n
45_07,15,3268424,3269264,hat,n,n,d,n
45_07,16,3269811,3271497,hat,d,n,d,n
45_07,17,3273833,3276266,hat,d,n,d,n
45_07,18,3278883,3280216,hat,n,n,n,n
45_07,19,3280217,3284183,hat,d,n,n,n
45_07,20,3315576,3317217,cracker,q,y,q,y
45_07,21,3395547,3397190,camera,i,y,i,y
08_07,1,414371,417285,baby,q,y,q,y
08_07,2,418368,419979,baby,i,y,i,y
08_07,3,424072,426025,baby,i,y,i,y
08_07,4,439491,441164,baby,q,y,q,y
08_07,5,565718,575417,book,q,y,d,y
08_07,6,579969,582013,pajamas,i,y,r,y
08_07,7,627547,632040,necklace,q,y,d,y
01_07,1,2256520,2257163,bus,s,y,s,y
01_07,2,2271577,2272963,doors,s,n,s,y
01_07,3,2272964,2273800,bus,s,y,s,y
01_07,4,2277997,2279131,bird,d,n,d,n
01_07,5,2280243,2281451,doors,s,n,s,y
01_07,6,2281732,2281915,bus,s,y,s,y
01_07,7,2286581,2288832,bus,s,y,s,y
01_07,8,2295295,2296300,driver,s,n,s,n
01_07,9,2296347,2296916,bus,s,y,s,y
01_07,10,2305156,2305695,bus,s,n,s,y
01_07,11,2311356,2312116,windows,s,y,s,y
01_07,12,2312117,2312894,bus,s,y,s,y
44_07,1,174883,176746,hand,q,y,q,y
44_07,2,176747,181187,fingernail,q,y,q,y
44_07,3,272545,275923,cup,q,n,d,n
44_07,4,275924,277587,water,q,y,q,y
44_07,5,278868,283613,hat,i,y,i,y
44_07,6,298025,299494,hat,d,y,d,y
44_07,7,299495,301795,hat,q,y,q,y
44_07,8,301796,303714,hat,q,y,q,y
44_07,9,304408,307201,hand,i,y,i,y
27_07,1,2066649,2068450,baby,d,y,d,y
27_07,2,2074387,2075844,pictures,d,y,d,y
27_07,3,2086729,2088434,baby,d,y,d,y
27_07,4,2088434,2091063,baby,d,y,n,y
27_07,5,2098053,2098920,baby,d,y,q,y
27_07,6,2098920,2099843,baby,q,y,q,y
27_07,7,2101253,2102370,baby,d,n,d,n
27_07,8,2103118,2105350,baby,d,n,d,n
27_07,9,2106279,2108542,baby,d,n,d,n
27_07,10,2135928,2137772,milk,q,n,q,n
27_07,11,2137772,2139714,milk,d,n,d,n
27_07,12,2139714,2140912,milk,d,n,d,n
27_07,13,2142651,2143953,cameras,d,n,d,y
27_07,14,2157717,2159701,camera,d,n,d,n
27_07,15,2185707,2187876,milk,d,n,d,n
27_07,16,2187876,2188802,milk,d,n,d,n
27_07,17,2189556,2190766,milk,d,y,d,n
27_07,18,2240707,2242841,cameras,d,n,d,n
27_07,19,2242858,2246389,headband,d,n,d,n
27_07,20,2310375,2311953,cameras,d,n,d,n
27_07,21,2325108,2327506,camera,d,n,d,n
27_07,22,2328323,2330606,cameras,d,n,d,n
27_07,23,2348574,2350061,headband,d,n,d,y
27_07,24,2352115,2352922,cameras,d,n,d,n
27_07,25,2364678,2367715,camera,d,n,d,n
27_07,26,2421525,2422537,milk,d,n,d,n
27_07,27,2447294,2449091,eggplant,d,n,d,n
27_07,28,2462107,2464338,ears,d,n,d,n
27_07,29,2473032,2474303,ear,d,n,d,n
27_07,30,2544828,2547556,milk,q,n,q,n
13_07,1,1448772,1452000,spinner,q,n,q,n
13_07,2,1493140,1497696,bouncer,d,n,d,n
13_07,3,2606222,2608263,hair,d,y,d,n
13_07,4,2608264,2610693,hair,i,y,d,n
