"subj","month","SubjectNumber","audio_video","numspeakers","numtokens","numtypes","FAT","MOT","num_exp_tokens","num_exp_types","d","q","s","r","n","i","TOY","n_op","y_op","prop_op","n_op_exp","y_op_exp","prop_op_exp","CHI","CHItypes","prop_mom","prop_dad","prop_parent","prop_tech","tech","propd","propi","propn","propq","propr","props","type_token_ratio","exp_type_ratio","exp_token_ratio","ent_subj_av","sum_prop_ut","noun_chi_onset","posttalk"
"01","11","01_11","audio",4,653,159,133,483,51,12,341,96,17,139,30,30,0,165,488,0.747320061255743,4,47,0.92156862745098,0,0,0.739663093415008,0.203675344563553,0.943338437978561,0,0,0.522205206738132,0.0459418070444104,0.0459418070444104,0.147013782542113,0.212863705972435,0.0260336906584992,0.243491577335375,0.0754716981132075,0.0781010719754977,1.91657985993417,1,12,FALSE
"01","11","01_11","video",2,106,33,0,94,23,4,45,17,17,0,12,15,0,60,46,0.433962264150943,18,5,0.217391304347826,0,0,0.886792452830189,0,0.886792452830189,0,0,0.424528301886792,0.141509433962264,0.113207547169811,0.160377358490566,0,0.160377358490566,0.311320754716981,0.121212121212121,0.216981132075472,2.12669371041104,1,12,FALSE
"01","12","01_12","audio",7,616,177,161,243,100,12,291,93,92,2,96,42,0,469,147,0.238636363636364,72,28,0.28,26,3,0.394480519480519,0.261363636363636,0.655844155844156,0,0,0.472402597402597,0.0681818181818182,0.155844155844156,0.150974025974026,0.00324675324675325,0.149350649350649,0.287337662337662,0.0677966101694915,0.162337662337662,2.04155614134013,1,12,TRUE
"01","12","01_12","video",4,220,61,3,186,29,8,76,23,1,48,64,8,0,121,99,0.45,14,15,0.517241379310345,1,1,0.845454545454545,0.0136363636363636,0.859090909090909,0,0,0.345454545454545,0.0363636363636364,0.290909090909091,0.104545454545455,0.218181818181818,0.00454545454545455,0.277272727272727,0.131147540983607,0.131818181818182,2.07698418604448,1,12,TRUE
"01","13","01_13","audio",7,337,98,141,98,44,11,130,41,15,50,91,10,1,122,205,0.62691131498471,14,30,0.681818181818182,19,7,0.29080118694362,0.41839762611276,0.70919881305638,0.121661721068249,41,0.385756676557863,0.029673590504451,0.270029673590504,0.121661721068249,0.148367952522255,0.0445103857566766,0.29080118694362,0.112244897959184,0.130563798219585,2.1687347232802,1,12,TRUE
"01","13","01_13","video",4,287,71,0,176,23,4,102,29,2,46,99,9,0,88,199,0.693379790940767,13,10,0.434782608695652,13,5,0.613240418118467,0,0.613240418118467,0,0,0.355400696864112,0.0313588850174216,0.344947735191638,0.101045296167247,0.160278745644599,0.00696864111498258,0.247386759581882,0.0563380281690141,0.0801393728222996,2.02418109350748,1,12,TRUE
"01","14","01_14","audio",7,277,77,101,119,21,10,82,33,24,64,62,12,0,92,185,0.667870036101083,8,13,0.619047619047619,24,6,0.429602888086643,0.364620938628159,0.794223826714801,0.0324909747292419,9,0.296028880866426,0.0433212996389892,0.223826714801444,0.11913357400722,0.231046931407942,0.0866425992779783,0.277978339350181,0.12987012987013,0.075812274368231,2.35921836970457,1,12,TRUE
"01","14","01_14","video",4,123,44,0,85,18,6,52,36,0,0,24,11,0,56,67,0.544715447154472,0,18,0,5,5,0.691056910569106,0,0.691056910569106,0,0,0.422764227642276,0.0894308943089431,0.195121951219512,0.292682926829268,0,0,0.357723577235772,0.136363636363636,0.146341463414634,1.81541683690365,1,12,TRUE
"01","15","01_15","audio",7,443,142,0,192,47,10,199,65,8,96,47,28,0,239,204,0.460496613995485,31,16,0.340425531914894,15,9,0.433408577878104,0,0.433408577878104,0.135440180586907,60,0.44920993227991,0.0632054176072235,0.106094808126411,0.146726862302483,0.216704288939052,0.018058690744921,0.320541760722348,0.0704225352112676,0.106094808126411,2.10274252455789,1,12,TRUE
"01","15","01_15","video",6,265,107,0,215,31,7,62,34,22,87,49,11,8,127,138,0.520754716981132,20,11,0.354838709677419,14,9,0.811320754716981,0,0.811320754716981,0.030188679245283,8,0.233962264150943,0.0415094339622641,0.184905660377358,0.128301886792453,0.328301886792453,0.0830188679245283,0.40377358490566,0.0654205607476635,0.116981132075472,2.33682206732976,1,12,TRUE
"01","16","01_16","audio",7,405,97,167,111,47,9,119,54,40,96,77,19,0,145,239,0.622395833333333,39,6,0.133333333333333,60,13,0.274074074074074,0.412345679012346,0.68641975308642,0,0,0.293827160493827,0.0469135802469136,0.190123456790123,0.133333333333333,0.237037037037037,0.0987654320987654,0.239506172839506,0.0927835051546392,0.116049382716049,2.39132390220623,1,12,TRUE
"01","16","01_16","video",5,207,63,0,103,22,6,85,50,5,0,53,14,0,172,35,0.169082125603865,18,4,0.181818181818182,25,9,0.497584541062802,0,0.497584541062802,0,0,0.410628019323671,0.0676328502415459,0.256038647342995,0.241545893719807,0,0.0241545893719807,0.304347826086957,0.0952380952380952,0.106280193236715,1.91820467471897,1,12,TRUE
"01","17","01_17","audio",11,386,113,53,95,26,9,197,25,33,0,100,31,4,151,235,0.60880829015544,2,24,0.923076923076923,144,41,0.246113989637306,0.137305699481865,0.383419689119171,0.0544041450777202,21,0.510362694300518,0.0803108808290155,0.259067357512953,0.0647668393782383,0,0.0854922279792746,0.292746113989637,0.079646017699115,0.0673575129533679,1.85133961831583,1,12,TRUE
"01","17","01_17","video",4,347,77,0,268,36,7,112,35,31,97,56,16,0,148,199,0.573487031700288,22,14,0.388888888888889,64,21,0.772334293948127,0,0.772334293948127,0,0,0.322766570605187,0.0461095100864553,0.161383285302594,0.100864553314121,0.279538904899135,0.0893371757925072,0.221902017291066,0.0909090909090909,0.103746397694524,2.31506803755551,1,12,TRUE
"02","06","02_06","audio",7,873,260,69,701,134,15,446,188,41,116,42,40,0,381,481,0.55800464037123,49,85,0.634328358208955,0,0,0.802978235967927,0.0790378006872852,0.882016036655212,0,0,0.510882016036655,0.0458190148911798,0.0481099656357388,0.215349369988545,0.132875143184422,0.0469644902634593,0.297823596792669,0.0576923076923077,0.153493699885452,1.9806007959133,1,11,FALSE
"02","06","02_06","video",2,58,26,0,56,9,4,29,26,0,0,2,1,0,25,33,0.568965517241379,1,8,0.888888888888889,0,0,0.96551724137931,0,0.96551724137931,0,0,0.5,0.0172413793103448,0.0344827586206897,0.448275862068966,0,0,0.448275862068966,0.153846153846154,0.155172413793103,1.28741407219019,1,11,FALSE
"02","07","02_07","audio",7,743,203,3,542,158,14,361,148,91,79,24,40,17,277,401,0.591445427728614,39,106,0.731034482758621,0,0,0.729475100942127,0.00403768506056528,0.733512786002692,0.0228802153432032,17,0.485868102288022,0.053835800807537,0.0323014804845222,0.199192462987887,0.106325706594886,0.122476446837147,0.27321668909825,0.0689655172413793,0.212651413189771,2.0713678245006,1,11,FALSE
"02","07","02_07","video",1,49,24,0,49,5,2,19,27,0,0,0,3,0,19,30,0.612244897959184,1,4,0.8,0,0,1,0,1,0,0,0.387755102040816,0.0612244897959184,0,0.551020408163265,0,0,0.489795918367347,0.0833333333333333,0.102040816326531,1.25047570501306,1,11,FALSE
"02","08","02_08","audio",8,506,183,21,352,83,11,291,136,13,4,37,25,0,384,122,0.241106719367589,52,31,0.373493975903614,0,0,0.695652173913043,0.041501976284585,0.737154150197628,0.00395256916996047,2,0.575098814229249,0.0494071146245059,0.0731225296442688,0.268774703557312,0.00790513833992095,0.0256916996047431,0.361660079051383,0.0601092896174863,0.16403162055336,1.64970194069267,1,11,FALSE
"02","08","02_08","video",3,215,68,0,164,29,8,84,62,29,10,11,19,0,113,102,0.474418604651163,19,10,0.344827586206897,0,0,0.762790697674419,0,0.762790697674419,0,0,0.390697674418605,0.0883720930232558,0.0511627906976744,0.288372093023256,0.0465116279069767,0.134883720930233,0.316279069767442,0.117647058823529,0.134883720930233,2.17154198854102,1,11,FALSE
"02","09","02_09","audio",5,544,221,39,378,68,12,302,118,27,73,19,5,0,255,289,0.53125,28,40,0.588235294117647,0,0,0.694852941176471,0.0716911764705882,0.766544117647059,0,0,0.555147058823529,0.00919117647058824,0.0349264705882353,0.216911764705882,0.134191176470588,0.0496323529411765,0.40625,0.0542986425339367,0.125,1.78468797050146,1,11,FALSE
"02","09","02_09","video",5,137,52,0,112,32,6,64,43,15,0,9,6,18,42,95,0.693430656934307,7,25,0.78125,0,0,0.817518248175182,0,0.817518248175182,0.131386861313869,18,0.467153284671533,0.0437956204379562,0.0656934306569343,0.313868613138686,0,0.109489051094891,0.37956204379562,0.115384615384615,0.233576642335766,1.84276315300705,1,11,FALSE
"02","10","02_10","audio",5,243,96,64,147,28,8,121,78,12,0,18,14,0,138,105,0.432098765432099,19,9,0.321428571428571,0,0,0.604938271604938,0.263374485596708,0.868312757201646,0,0,0.497942386831276,0.0576131687242798,0.0740740740740741,0.320987654320988,0,0.0493827160493827,0.395061728395062,0.0833333333333333,0.11522633744856,1.75680841420289,1,11,FALSE
"02","10","02_10","video",3,212,82,46,165,40,8,90,76,3,19,14,10,0,93,119,0.561320754716981,15,25,0.625,0,0,0.778301886792453,0.216981132075472,0.995283018867924,0,0,0.424528301886792,0.0471698113207547,0.0660377358490566,0.358490566037736,0.089622641509434,0.0141509433962264,0.386792452830189,0.0975609756097561,0.188679245283019,1.92085899321105,1,11,FALSE
"02","11","02_11","audio",7,496,176,193,157,74,11,205,113,13,73,63,29,0,261,235,0.473790322580645,22,52,0.702702702702703,3,1,0.316532258064516,0.389112903225806,0.705645161290323,0,0,0.413306451612903,0.0584677419354839,0.127016129032258,0.227822580645161,0.147177419354839,0.0262096774193548,0.354838709677419,0.0625,0.149193548387097,2.1751909952159,1,11,TRUE
"02","11","02_11","video",2,215,64,0,188,13,5,102,47,30,6,16,14,0,104,111,0.516279069767442,6,7,0.538461538461538,0,0,0.874418604651163,0,0.874418604651163,0,0,0.474418604651163,0.0651162790697674,0.0744186046511628,0.218604651162791,0.027906976744186,0.13953488372093,0.297674418604651,0.078125,0.0604651162790698,2.06599506962978,1,11,TRUE
"02","12","02_12","audio",5,515,163,11,459,88,14,183,135,7,90,67,33,1,176,339,0.658252427184466,16,72,0.818181818181818,0,0,0.89126213592233,0.0213592233009709,0.912621359223301,0.00194174757281553,1,0.355339805825243,0.0640776699029126,0.130097087378641,0.262135922330097,0.174757281553398,0.0135922330097087,0.316504854368932,0.0858895705521472,0.170873786407767,2.19764333890278,1,11,TRUE
"02","12","02_12","video",7,233,79,6,170,91,10,52,54,29,18,70,10,2,70,163,0.699570815450644,10,81,0.89010989010989,26,1,0.729613733905579,0.0257510729613734,0.755364806866953,0.0987124463519313,23,0.223175965665236,0.0429184549356223,0.300429184549356,0.231759656652361,0.0772532188841202,0.124463519313305,0.339055793991416,0.126582278481013,0.390557939914163,2.347465194097,1,11,TRUE
"02","13","02_13","audio",7,478,151,8,361,98,13,209,88,54,36,44,47,91,190,288,0.602510460251046,45,53,0.540816326530612,8,1,0.755230125523013,0.0167364016736402,0.771966527196653,0.190376569037657,91,0.437238493723849,0.098326359832636,0.0920502092050209,0.184100418410042,0.0753138075313808,0.112970711297071,0.315899581589958,0.0860927152317881,0.205020920502092,2.25352385094596,1,11,TRUE
"02","13","02_13","video",2,157,68,148,0,64,8,16,43,0,57,34,7,0,23,134,0.853503184713376,10,54,0.84375,9,2,0,0.942675159235669,0.942675159235669,0,0,0.101910828025478,0.0445859872611465,0.21656050955414,0.273885350318471,0.363057324840764,0,0.43312101910828,0.117647058823529,0.407643312101911,2.05621733286299,1,11,TRUE
"02","14","02_14","audio",3,273,89,85,125,31,10,178,45,41,4,2,3,0,133,140,0.512820512820513,12,19,0.612903225806452,0,0,0.457875457875458,0.311355311355311,0.769230769230769,0,0,0.652014652014652,0.010989010989011,0.00732600732600733,0.164835164835165,0.0146520146520147,0.15018315018315,0.326007326007326,0.112359550561798,0.113553113553114,1.45455765469876,1,11,TRUE
"02","14","02_14","video",4,173,44,109,51,23,6,66,53,11,0,26,16,0,56,117,0.676300578034682,4,19,0.826086956521739,1,1,0.294797687861272,0.630057803468208,0.92485549132948,0,0,0.38150289017341,0.092485549132948,0.15028901734104,0.30635838150289,0,0.0635838150289017,0.254335260115607,0.136363636363636,0.132947976878613,2.03803814745683,0.99,11,TRUE
"02","15","02_15","audio",5,400,128,18,338,65,14,193,89,5,62,31,20,3,287,109,0.275252525252525,44,17,0.278688524590164,5,2,0.845,0.045,0.89,0.0075,3,0.4825,0.05,0.0775,0.2225,0.155,0.0125,0.32,0.109375,0.1625,1.98767383280744,1,11,TRUE
"02","15","02_15","video",3,317,117,0,276,37,8,97,77,25,56,47,15,0,103,214,0.675078864353312,6,31,0.837837837837838,7,2,0.870662460567823,0,0.870662460567823,0,0,0.305993690851735,0.0473186119873817,0.148264984227129,0.242902208201893,0.176656151419558,0.0788643533123028,0.369085173501577,0.0683760683760684,0.116719242902208,2.36603169680114,1,11,TRUE
"02","16","02_16","audio",6,175,75,19,120,45,11,50,35,13,29,45,3,0,34,138,0.802325581395349,3,40,0.930232558139535,20,6,0.685714285714286,0.108571428571429,0.794285714285714,0,0,0.285714285714286,0.0171428571428571,0.257142857142857,0.2,0.165714285714286,0.0742857142857143,0.428571428571429,0.146666666666667,0.257142857142857,2.29353592832751,1,11,TRUE
"02","16","02_16","video",5,303,89,7,244,81,13,89,77,7,55,61,14,0,89,214,0.706270627062706,19,62,0.765432098765432,28,9,0.805280528052805,0.0231023102310231,0.828382838283828,0,0,0.293729372937294,0.0462046204620462,0.201320132013201,0.254125412541254,0.181518151815182,0.0231023102310231,0.293729372937294,0.146067415730337,0.267326732673267,2.26433882113659,1,11,TRUE
"02","17","02_17","audio",4,308,80,73,166,75,9,90,95,0,0,103,20,0,86,222,0.720779220779221,34,41,0.546666666666667,68,14,0.538961038961039,0.237012987012987,0.775974025974026,0,0,0.292207792207792,0.0649350649350649,0.334415584415584,0.308441558441558,0,0,0.25974025974026,0.1125,0.243506493506494,1.8266853145302,1,11,TRUE
"02","17","02_17","video",5,239,63,1,206,56,7,60,83,2,42,41,11,0,67,172,0.719665271966527,25,31,0.553571428571429,22,8,0.861924686192469,0.00418410041841004,0.866108786610879,0,0,0.251046025104602,0.0460251046025105,0.171548117154812,0.347280334728033,0.175732217573222,0.00836820083682008,0.263598326359833,0.111111111111111,0.234309623430962,2.16976881513822,1,11,TRUE
"03","06","03_06","audio",4,606,269,47,495,71,13,233,88,12,220,36,17,0,284,322,0.531353135313531,37,34,0.47887323943662,0,0,0.816831683168317,0.0775577557755776,0.894389438943894,0.0066006600660066,4,0.384488448844884,0.0280528052805281,0.0594059405940594,0.145214521452145,0.363036303630363,0.0198019801980198,0.443894389438944,0.0483271375464684,0.117161716171617,1.96378749917957,1,11,FALSE
"03","06","03_06","video",2,54,29,0,53,6,3,23,19,6,0,5,1,0,21,33,0.611111111111111,5,1,0.166666666666667,0,0,0.981481481481482,0,0.981481481481482,0,0,0.425925925925926,0.0185185185185185,0.0925925925925926,0.351851851851852,0,0.111111111111111,0.537037037037037,0.103448275862069,0.111111111111111,1.83133262765415,1,11,FALSE
"03","07","03_07","audio",6,447,147,44,383,78,12,203,97,13,86,32,16,0,120,291,0.708029197080292,14,62,0.815789473684211,0,0,0.856823266219239,0.0984340044742729,0.955257270693512,0,0,0.45413870246085,0.0357941834451902,0.0715883668903803,0.217002237136465,0.192393736017897,0.029082774049217,0.328859060402685,0.0816326530612245,0.174496644295302,2.04569875693062,1,11,FALSE
"03","07","03_07","video",3,134,51,0,126,36,4,57,37,0,15,21,4,4,24,110,0.82089552238806,3,33,0.916666666666667,0,0,0.940298507462687,0,0.940298507462687,0.0298507462686567,4,0.425373134328358,0.0298507462686567,0.156716417910448,0.276119402985075,0.111940298507463,0,0.380597014925373,0.0784313725490196,0.26865671641791,1.96111508487461,1,11,FALSE
"03","08","03_08","audio",4,648,189,15,521,85,12,191,53,45,310,24,25,0,157,491,0.757716049382716,15,70,0.823529411764706,0,0,0.804012345679012,0.0231481481481481,0.827160493827161,0.0493827160493827,32,0.294753086419753,0.0385802469135802,0.037037037037037,0.0817901234567901,0.478395061728395,0.0694444444444444,0.291666666666667,0.0634920634920635,0.131172839506173,1.94828187020221,1,11,FALSE
"03","08","03_08","video",2,189,82,0,179,24,8,94,39,4,12,35,5,0,76,113,0.597883597883598,9,15,0.625,0,0,0.947089947089947,0,0.947089947089947,0,0,0.497354497354497,0.0264550264550265,0.185185185185185,0.206349206349206,0.0634920634920635,0.0211640211640212,0.433862433862434,0.0975609756097561,0.126984126984127,1.9304110238534,1,11,FALSE
"03","09","03_09","audio",5,307,123,26,224,41,10,99,58,34,91,17,8,0,235,72,0.234527687296417,27,14,0.341463414634146,0,0,0.729641693811075,0.0846905537459283,0.814332247557003,0.0879478827361563,27,0.322475570032573,0.0260586319218241,0.0553745928338762,0.188925081433225,0.296416938110749,0.110749185667752,0.400651465798046,0.0813008130081301,0.133550488599349,2.22059933961406,1,11,FALSE
"03","09","03_09","video",3,308,86,0,305,42,8,148,78,13,13,54,2,0,94,214,0.694805194805195,16,26,0.619047619047619,0,0,0.99025974025974,0,0.99025974025974,0,0,0.480519480519481,0.00649350649350649,0.175324675324675,0.253246753246753,0.0422077922077922,0.0422077922077922,0.279220779220779,0.0930232558139535,0.136363636363636,1.88290397909479,1,11,FALSE
"03","10","03_10","audio",4,294,112,38,215,39,8,156,64,10,23,25,16,0,180,114,0.387755102040816,25,14,0.358974358974359,0,0,0.731292517006803,0.129251700680272,0.860544217687075,0,0,0.530612244897959,0.054421768707483,0.0850340136054422,0.217687074829932,0.0782312925170068,0.0340136054421769,0.380952380952381,0.0714285714285714,0.13265306122449,1.94837861413887,1,11,FALSE
"03","10","03_10","video",3,393,111,0,335,45,9,177,36,2,116,60,2,0,260,133,0.338422391857506,20,25,0.555555555555556,0,0,0.852417302798982,0,0.852417302798982,0,0,0.450381679389313,0.00508905852417303,0.152671755725191,0.0916030534351145,0.295165394402036,0.00508905852417303,0.282442748091603,0.0810810810810811,0.114503816793893,1.84529971704761,1,11,FALSE
"03","11","03_11","audio",4,284,125,24,142,51,12,186,51,2,0,21,24,0,211,73,0.257042253521127,34,17,0.333333333333333,0,0,0.5,0.0845070422535211,0.584507042253521,0,0,0.654929577464789,0.0845070422535211,0.073943661971831,0.179577464788732,0,0.00704225352112676,0.440140845070423,0.096,0.179577464788732,1.47420135470784,1,11,TRUE
"03","11","03_11","video",3,165,63,0,150,32,7,87,50,0,0,23,5,0,76,89,0.539393939393939,18,14,0.4375,4,2,0.909090909090909,0,0.909090909090909,0,0,0.527272727272727,0.0303030303030303,0.139393939393939,0.303030303030303,0,0,0.381818181818182,0.111111111111111,0.193939393939394,1.55795579551052,1,11,TRUE
"03","12","03_12","audio",3,233,102,34,151,37,15,120,46,13,47,1,6,0,114,119,0.510729613733906,16,21,0.567567567567568,0,0,0.648068669527897,0.145922746781116,0.793991416309013,0,0,0.515021459227468,0.0257510729613734,0.00429184549356223,0.197424892703863,0.201716738197425,0.055793991416309,0.437768240343348,0.147058823529412,0.158798283261803,1.8230192398446,1,11,TRUE
"03","12","03_12","video",2,126,31,0,113,14,3,60,38,2,24,2,0,0,91,35,0.277777777777778,12,2,0.142857142857143,0,0,0.896825396825397,0,0.896825396825397,0,0,0.476190476190476,0,0.0158730158730159,0.301587301587302,0.19047619047619,0.0158730158730159,0.246031746031746,0.0967741935483871,0.111111111111111,1.67669435790726,1,11,TRUE
"03","13","03_13","audio",5,105,51,6,84,42,8,52,22,4,0,7,20,0,40,65,0.619047619047619,10,32,0.761904761904762,0,0,0.8,0.0571428571428571,0.857142857142857,0.0285714285714286,3,0.495238095238095,0.19047619047619,0.0666666666666667,0.20952380952381,0,0.0380952380952381,0.485714285714286,0.156862745098039,0.4,1.87024163856605,1,11,TRUE
"03","13","03_13","video",2,99,42,0,90,23,7,69,19,4,0,2,5,0,73,26,0.262626262626263,11,12,0.521739130434783,0,0,0.909090909090909,0,0.909090909090909,0,0,0.696969696969697,0.0505050505050505,0.0202020202020202,0.191919191919192,0,0.0404040404040404,0.424242424242424,0.166666666666667,0.232323232323232,1.33836216808407,1,11,TRUE
"03","14","03_14","audio",4,100,49,9,80,21,9,54,16,5,0,19,6,0,59,38,0.391752577319588,7,13,0.65,1,1,0.8,0.09,0.89,0,0,0.54,0.06,0.19,0.16,0,0.05,0.49,0.183673469387755,0.21,1.81791655626453,1,11,TRUE
"03","14","03_14","video",2,139,60,0,128,27,9,70,39,1,7,12,10,0,104,35,0.251798561151079,20,7,0.259259259259259,0,0,0.920863309352518,0,0.920863309352518,0,0,0.503597122302158,0.0719424460431655,0.0863309352517986,0.280575539568345,0.0503597122302158,0.00719424460431655,0.431654676258993,0.15,0.194244604316547,1.85943881996303,1,11,TRUE
"03","15","03_15","audio",5,198,84,0,117,22,7,85,34,31,24,17,7,5,115,63,0.353932584269663,10,9,0.473684210526316,0,0,0.590909090909091,0,0.590909090909091,0.262626262626263,52,0.429292929292929,0.0353535353535354,0.0858585858585859,0.171717171717172,0.121212121212121,0.156565656565657,0.424242424242424,0.0833333333333333,0.111111111111111,2.22264195053832,1,11,TRUE
"03","15","03_15","video",2,139,58,0,126,7,5,48,26,3,54,4,4,0,61,78,0.561151079136691,4,3,0.428571428571429,0,0,0.906474820143885,0,0.906474820143885,0,0,0.345323741007194,0.0287769784172662,0.0287769784172662,0.18705035971223,0.388489208633094,0.0215827338129496,0.41726618705036,0.0862068965517241,0.0503597122302158,1.92607455959204,1,11,TRUE
"03","16","03_16","audio",4,214,69,6,157,39,7,87,31,1,21,71,3,0,81,133,0.621495327102804,5,34,0.871794871794872,32,3,0.733644859813084,0.0280373831775701,0.761682242990654,0,0,0.406542056074766,0.014018691588785,0.331775700934579,0.144859813084112,0.0981308411214953,0.00467289719626168,0.322429906542056,0.101449275362319,0.182242990654206,1.91089797412927,1,11,TRUE
"03","16","03_16","video",3,303,103,0,244,90,11,136,71,6,53,20,17,0,182,120,0.397350993377483,49,41,0.455555555555556,1,1,0.805280528052805,0,0.805280528052805,0,0,0.448844884488449,0.0561056105610561,0.066006600660066,0.234323432343234,0.174917491749175,0.0198019801980198,0.33993399339934,0.106796116504854,0.297029702970297,2.05326645479289,1,11,TRUE
"03","17","03_17","audio",5,180,83,3,133,14,8,69,26,11,55,13,6,0,87,85,0.494186046511628,9,5,0.357142857142857,0,0,0.738888888888889,0.0166666666666667,0.755555555555556,0,0,0.383333333333333,0.0333333333333333,0.0722222222222222,0.144444444444444,0.305555555555556,0.0611111111111111,0.461111111111111,0.0963855421686747,0.0777777777777778,2.13994396533862,1,11,TRUE
"03","17","03_17","video",3,134,63,0,112,10,6,66,32,2,1,31,2,0,69,65,0.485074626865672,6,4,0.4,18,2,0.835820895522388,0,0.835820895522388,0,0,0.492537313432836,0.0149253731343284,0.23134328358209,0.238805970149254,0.00746268656716418,0.0149253731343284,0.470149253731343,0.0952380952380952,0.0746268656716418,1.71899891060963,1,11,TRUE
"04","06","04_06","audio",12,892,128,3,227,249,11,222,62,516,0,70,22,383,615,277,0.310538116591928,175,74,0.29718875502008,0,0,0.254484304932735,0.00336322869955157,0.257847533632287,0.437219730941704,390,0.248878923766816,0.0246636771300448,0.07847533632287,0.0695067264573991,0,0.57847533632287,0.143497757847534,0.0859375,0.27914798206278,1.6434211284312,1,NA,FALSE
"04","06","04_06","video",5,76,39,0,55,14,6,31,18,11,0,14,2,6,29,47,0.618421052631579,5,9,0.642857142857143,0,0,0.723684210526316,0,0.723684210526316,0.0789473684210526,6,0.407894736842105,0.0263157894736842,0.184210526315789,0.236842105263158,0,0.144736842105263,0.513157894736842,0.153846153846154,0.184210526315789,2.01114524552554,1,NA,FALSE
